Ticker,,beta_mkt,beta_sector
2000-05-02,AMZN,0.9257681382613905,
2000-05-02,ECL,0.5625931913365032,
2000-05-02,NEE,0.45813580072711474,
2000-05-03,MSFT,1.1085510476342135,
2000-05-03,AAPL,1.1085510476342135,
2000-05-03,XOM,0.2598901211227671,
2000-05-03,JPM,1.0250854852036133,
2000-05-03,JNJ,0.7810880791661103,
2000-05-03,CAT,0.8863240531156708,
2000-05-03,PG,0.5635914410632117,
2000-05-03,AMZN,0.9582915318558078,
2000-05-03,ECL,0.5656437449189132,
2000-05-03,NEE,0.4409407198136731,
2000-05-04,MSFT,1.0928873284834677,
2000-05-04,AAPL,1.0928873284834677,
2000-05-04,XOM,0.2823929281216457,
2000-05-04,JPM,1.0331856189009114,
2000-05-04,JNJ,0.7792012139802419,
2000-05-04,CAT,0.8958307013192962,
2000-05-04,PG,0.5793586351232843,
2000-05-04,AMZN,0.9573917898830633,
2000-05-04,ECL,0.5880504489784483,
2000-05-04,NEE,0.44570648502727467,
2000-05-05,MSFT,1.1055250414659292,
2000-05-05,AAPL,1.1055250414659292,
2000-05-05,XOM,0.27884066432902677,
2000-05-05,JPM,1.0278845276022748,
2000-05-05,JNJ,0.775318552837422,
2000-05-05,CAT,0.9007689529312759,
2000-05-05,PG,0.5897269346321168,
2000-05-05,AMZN,0.9585658524282709,
2000-05-05,ECL,0.5836112073786077,
2000-05-05,NEE,0.44266705988927296,
2000-05-08,MSFT,1.1175804779836325,
2000-05-08,AAPL,1.1175804779836325,
2000-05-08,XOM,0.2747539765132818,
2000-05-08,JPM,1.016206547602108,
2000-05-08,JNJ,0.7702489423511111,
2000-05-08,CAT,0.897227423481603,
2000-05-08,PG,0.5796347467252855,
2000-05-08,AMZN,0.9549758327943101,
2000-05-08,ECL,0.5822867859523417,
2000-05-08,NEE,0.43850853457894867,
2000-05-09,MSFT,1.1249770126474912,
2000-05-09,AAPL,1.1249770126474912,
2000-05-09,XOM,0.28538288467656775,
2000-05-09,JPM,1.0170002998780212,
2000-05-09,JNJ,0.7688666712370372,
2000-05-09,CAT,0.9052990926932899,
2000-05-09,PG,0.5735288719735137,
2000-05-09,AMZN,0.9408745931582905,
2000-05-09,ECL,0.58060169333807,
2000-05-09,NEE,0.4417629425281482,
2000-05-10,MSFT,1.1642436011325497,
2000-05-10,AAPL,1.1642436011325497,
2000-05-10,XOM,0.24475936888497235,
2000-05-10,JPM,1.0190544490478461,
2000-05-10,JNJ,0.748460015863756,
2000-05-10,CAT,0.9026541341329107,
2000-05-10,PG,0.5696247982335504,
2000-05-10,AMZN,0.919374292339762,
2000-05-10,ECL,0.5713035706429704,
2000-05-10,NEE,0.41772693837390096,
2000-05-11,MSFT,1.1656600219777096,
2000-05-11,AAPL,1.1656600219777096,
2000-05-11,XOM,0.2691146858183872,
2000-05-11,JPM,1.0284811576848536,
2000-05-11,JNJ,0.729327966098265,
2000-05-11,CAT,0.9072742275452115,
2000-05-11,PG,0.555223680013543,
2000-05-11,AMZN,0.9056778701433235,
2000-05-11,ECL,0.5714941439068943,
2000-05-11,NEE,0.4243995123005975,
2000-05-12,MSFT,1.165477350402579,
2000-05-12,AAPL,1.165477350402579,
2000-05-12,XOM,0.2570377574628701,
2000-05-12,JPM,1.0508970520052696,
2000-05-12,JNJ,0.7527248936934382,
2000-05-12,CAT,0.9021086343048921,
2000-05-12,PG,0.5343545287604025,
2000-05-12,AMZN,0.9114946250633492,
2000-05-12,ECL,0.5546719642615185,
2000-05-12,NEE,0.40182060899407157,
2000-05-15,MSFT,1.1668544509544232,
2000-05-15,AAPL,1.1668544509544232,
2000-05-15,XOM,0.26512890145034895,
2000-05-15,JPM,1.0717409508162827,
2000-05-15,JNJ,0.7622943044018153,
2000-05-15,CAT,0.8989007669655348,
2000-05-15,PG,0.5462882494638084,
2000-05-15,AMZN,0.900623791535404,
2000-05-15,ECL,0.5573993609581486,
2000-05-15,NEE,0.4119702433444687,
2000-05-16,MSFT,1.1807778387803969,
2000-05-16,AAPL,1.1807778387803969,
2000-05-16,XOM,0.23451741542911597,
2000-05-16,JPM,1.070347500300712,
2000-05-16,JNJ,0.7737102917701836,
2000-05-16,CAT,0.8953488740793133,
2000-05-16,PG,0.5332194034184182,
2000-05-16,AMZN,0.9044005739239528,
2000-05-16,ECL,0.5303495181956607,
2000-05-16,NEE,0.41207860771570304,
2000-05-17,MSFT,1.1920210379950005,
2000-05-17,AAPL,1.1920210379950005,
2000-05-17,XOM,0.23613850858262334,
2000-05-17,JPM,1.0693255631965817,
2000-05-17,JNJ,0.762194789381481,
2000-05-17,CAT,0.9019970989003453,
2000-05-17,PG,0.5228147190563629,
2000-05-17,AMZN,0.8918580419107031,
2000-05-17,ECL,0.5132565967531539,
2000-05-17,NEE,0.41974464468025785,
2000-05-18,MSFT,1.2073616553116366,
2000-05-18,AAPL,1.2073616553116366,
2000-05-18,XOM,0.2361033048842921,
2000-05-18,JPM,1.0504321755759733,
2000-05-18,JNJ,0.7576224423709372,
2000-05-18,CAT,0.9010355131809987,
2000-05-18,PG,0.5165324047473177,
2000-05-18,AMZN,0.8642257408520042,
2000-05-18,ECL,0.5147386439909226,
2000-05-18,NEE,0.4099763887167321,
2000-05-19,MSFT,1.2160401605880542,
2000-05-19,AAPL,1.2160401605880542,
2000-05-19,XOM,0.20259956616477898,
2000-05-19,JPM,1.035665921424669,
2000-05-19,JNJ,0.7570990009928806,
2000-05-19,CAT,0.9090818237830918,
2000-05-19,PG,0.5023430121230505,
2000-05-19,AMZN,0.8782786451359388,
2000-05-19,ECL,0.4827341366369275,
2000-05-19,NEE,0.3877695951680605,
2000-05-22,MSFT,1.2135975000806676,
2000-05-22,AAPL,1.2135975000806676,
2000-05-22,XOM,0.20486758033766764,
2000-05-22,JPM,1.0294096771746033,
2000-05-22,JNJ,0.7585923726683192,
2000-05-22,CAT,0.9172313981188167,
2000-05-22,PG,0.5055555434948935,
2000-05-22,AMZN,0.8830510045038857,
2000-05-22,ECL,0.48934652283987257,
2000-05-22,NEE,0.38357348485273257,
2000-05-23,MSFT,1.224930809725102,
2000-05-23,AAPL,1.224930809725102,
2000-05-23,XOM,0.2264940916871909,
2000-05-23,JPM,1.0254786446800739,
2000-05-23,JNJ,0.7521748523981882,
2000-05-23,CAT,0.9226343674210854,
2000-05-23,PG,0.5220932945158752,
2000-05-23,AMZN,0.8860643877411201,
2000-05-23,ECL,0.5051837232514879,
2000-05-23,NEE,0.41081451454928336,
2000-05-24,MSFT,1.286533600320954,
2000-05-24,AAPL,1.286533600320954,
2000-05-24,XOM,0.21083617204366004,
2000-05-24,JPM,1.0163852346613849,
2000-05-24,JNJ,0.756231716051541,
2000-05-24,CAT,0.9296029390862091,
2000-05-24,PG,0.5178234275507648,
2000-05-24,AMZN,0.8418257518878972,
2000-05-24,ECL,0.46627270211473326,
2000-05-24,NEE,0.38781068004821,
2000-05-25,MSFT,1.2779722608583135,
2000-05-25,AAPL,1.2779722608583135,
2000-05-25,XOM,0.22252590118921386,
2000-05-25,JPM,1.0248260051727096,
2000-05-25,JNJ,0.7448374320434679,
2000-05-25,CAT,0.9293611253057473,
2000-05-25,PG,0.5085478529597677,
2000-05-25,AMZN,0.8394921772072014,
2000-05-25,ECL,0.4896073793119806,
2000-05-25,NEE,0.3979744552521692,
2000-05-26,MSFT,1.316369605408478,
2000-05-26,AAPL,1.316369605408478,
2000-05-26,XOM,0.19879094996719165,
2000-05-26,JPM,1.0160346840264873,
2000-05-26,JNJ,0.742393821979435,
2000-05-26,CAT,0.9484462228451116,
2000-05-26,PG,0.5022221762498755,
2000-05-26,AMZN,0.8202013223484386,
2000-05-26,ECL,0.49735929028770925,
2000-05-26,NEE,0.3795009240284643,
2000-05-30,MSFT,1.3494661071814746,
2000-05-30,AAPL,1.3494661071814746,
2000-05-30,XOM,0.19793466159554549,
2000-05-30,JPM,0.9944552817414355,
2000-05-30,JNJ,0.7676317916927246,
2000-05-30,CAT,0.9249328908979785,
2000-05-30,PG,0.46787872018544613,
2000-05-30,AMZN,0.7835437622540039,
2000-05-30,ECL,0.4935509489608223,
2000-05-30,NEE,0.36697871081376277,
2000-05-31,MSFT,1.3471429509606183,
2000-05-31,AAPL,1.3471429509606183,
2000-05-31,XOM,0.1931289812079678,
2000-05-31,JPM,0.9937259407058036,
2000-05-31,JNJ,0.7674411237843914,
2000-05-31,CAT,0.9297048302983587,
2000-05-31,PG,0.47182434454863115,
2000-05-31,AMZN,0.7908782521872575,
2000-05-31,ECL,0.49754126274333177,
2000-05-31,NEE,0.3544560452389005,
2000-06-01,MSFT,1.3668910841533406,
2000-06-01,AAPL,1.3668910841533406,
2000-06-01,XOM,0.18063315717858405,
2000-06-01,JPM,1.0042277501842163,
2000-06-01,JNJ,0.7510817893407435,
2000-06-01,CAT,0.9214370441080321,
2000-06-01,PG,0.4651708896602938,
2000-06-01,AMZN,0.7850534465795427,
2000-06-01,ECL,0.49206672919178823,
2000-06-01,NEE,0.35408250722332324,
2000-06-02,MSFT,1.3825129862206456,
2000-06-02,AAPL,1.3825129862206456,
2000-06-02,XOM,0.16746597027567495,
2000-06-02,JPM,1.0321059570553774,
2000-06-02,JNJ,0.7605729036531881,
2000-06-02,CAT,0.9055783524064319,
2000-06-02,PG,0.4430705551147577,
2000-06-02,AMZN,0.7929719404189179,
2000-06-02,ECL,0.4784094831664727,
2000-06-02,NEE,0.34441925716991606,
2000-06-05,MSFT,1.3865546539253735,
2000-06-05,AAPL,1.3865546539253735,
2000-06-05,XOM,0.16857006638937097,
2000-06-05,JPM,1.0365821693244024,
2000-06-05,JNJ,0.7538504217653988,
2000-06-05,CAT,0.906901289207038,
2000-06-05,PG,0.431937060789769,
2000-06-05,AMZN,0.784820028150749,
2000-06-05,ECL,0.4698646742921867,
2000-06-05,NEE,0.3372102736567947,
2000-06-06,MSFT,1.3897069554745956,
2000-06-06,AAPL,1.3897069554745956,
2000-06-06,XOM,0.2305537222202845,
2000-06-06,JPM,1.028728788943816,
2000-06-06,JNJ,0.7510566396885576,
2000-06-06,CAT,0.8835906817476102,
2000-06-06,PG,0.38156836735312694,
2000-06-06,AMZN,0.779002872255217,
2000-06-06,ECL,0.44440149904921133,
2000-06-06,NEE,0.3237038645595907,
2000-06-07,MSFT,1.3957887371152622,
2000-06-07,AAPL,1.3957887371152622,
2000-06-07,XOM,0.22373267280919934,
2000-06-07,JPM,1.0281719386902313,
2000-06-07,JNJ,0.7481520833112488,
2000-06-07,CAT,0.8813995015638615,
2000-06-07,PG,0.38669413640010447,
2000-06-07,AMZN,0.7788834768437511,
2000-06-07,ECL,0.4399324842339956,
2000-06-07,NEE,0.32436815778437056,
2000-06-08,MSFT,1.406920159833404,
2000-06-08,AAPL,1.406920159833404,
2000-06-08,XOM,0.23308190905733095,
2000-06-08,JPM,1.0736027409684525,
2000-06-08,JNJ,0.7477523414828646,
2000-06-08,CAT,0.909606932005186,
2000-06-08,PG,0.36826970752444577,
2000-06-08,AMZN,0.7854104407050106,
2000-06-08,ECL,0.462141479637681,
2000-06-08,NEE,0.3276949805408083,
2000-06-09,MSFT,1.4095989231331216,
2000-06-09,AAPL,1.4095989231331216,
2000-06-09,XOM,0.22978497681019938,
2000-06-09,JPM,1.0782586649242547,
2000-06-09,JNJ,0.7436596842384178,
2000-06-09,CAT,0.9108480216612228,
2000-06-09,PG,0.3626806582530873,
2000-06-09,AMZN,0.7845957743248587,
2000-06-09,ECL,0.4656829467875124,
2000-06-09,NEE,0.3258598765441583,
2000-06-12,MSFT,1.4127856711198796,
2000-06-12,AAPL,1.4127856711198796,
2000-06-12,XOM,0.20564856208656004,
2000-06-12,JPM,1.0778772813907125,
2000-06-12,JNJ,0.7446689449586315,
2000-06-12,CAT,0.8999127610213496,
2000-06-12,PG,0.35342823864222184,
2000-06-12,AMZN,0.7952951813813357,
2000-06-12,ECL,0.47087202544117623,
2000-06-12,NEE,0.3303501222237976,
2000-06-13,MSFT,1.4100128632099218,
2000-06-13,AAPL,1.4100128632099218,
2000-06-13,XOM,0.21052812389929015,
2000-06-13,JPM,1.062468455411963,
2000-06-13,JNJ,0.7295600998781941,
2000-06-13,CAT,0.8916126526757607,
2000-06-13,PG,0.35153261950513787,
2000-06-13,AMZN,0.8099675786696761,
2000-06-13,ECL,0.42775052682079084,
2000-06-13,NEE,0.3393050668120694,
2000-06-14,MSFT,1.4663478915089823,
2000-06-14,AAPL,1.4663478915089823,
2000-06-14,XOM,0.22421072078727727,
2000-06-14,JPM,1.022582238339619,
2000-06-14,JNJ,0.7442214845630533,
2000-06-14,CAT,0.8698677981589008,
2000-06-14,PG,0.2896819794701254,
2000-06-14,AMZN,0.7604644159191974,
2000-06-14,ECL,0.3690497094694403,
2000-06-14,NEE,0.34451905615578365,
2000-06-15,MSFT,1.5567275682240427,
2000-06-15,AAPL,1.5567275682240427,
2000-06-15,XOM,0.1374753691827172,
2000-06-15,JPM,0.9186705639371379,
2000-06-15,JNJ,0.7007588198150361,
2000-06-15,CAT,0.8355229653158338,
2000-06-15,PG,0.2164291535712706,
2000-06-15,AMZN,0.6517340484279378,
2000-06-15,ECL,0.2519847408417658,
2000-06-15,NEE,0.2854115658826179,
2000-06-16,MSFT,1.5421921232372153,
2000-06-16,AAPL,1.5421921232372153,
2000-06-16,XOM,0.14206125497372388,
2000-06-16,JPM,0.9418699934657168,
2000-06-16,JNJ,0.7053883137922712,
2000-06-16,CAT,0.8443683446149094,
2000-06-16,PG,0.22932112318681924,
2000-06-16,AMZN,0.6543001835025086,
2000-06-16,ECL,0.2614128093214957,
2000-06-16,NEE,0.2889562072294844,
2000-06-19,MSFT,1.5535887059491813,
2000-06-19,AAPL,1.5535887059491813,
2000-06-19,XOM,0.1270641284653453,
2000-06-19,JPM,0.9467400013429982,
2000-06-19,JNJ,0.710331798236002,
2000-06-19,CAT,0.8311900844297003,
2000-06-19,PG,0.22353460789602828,
2000-06-19,AMZN,0.6465950987207482,
2000-06-19,ECL,0.23983894865446803,
2000-06-19,NEE,0.29583141122569434,
2000-06-20,MSFT,1.5571552714268442,
2000-06-20,AAPL,1.5571552714268442,
2000-06-20,XOM,0.09483086682261882,
2000-06-20,JPM,0.9292736909234008,
2000-06-20,JNJ,0.7206392696446919,
2000-06-20,CAT,0.8324695508513579,
2000-06-20,PG,0.21311321988654663,
2000-06-20,AMZN,0.651563548478077,
2000-06-20,ECL,0.23333606828745193,
2000-06-20,NEE,0.3162057880317475,
2000-06-21,MSFT,1.5535904144840962,
2000-06-21,AAPL,1.5535904144840962,
2000-06-21,XOM,0.09833014361751971,
2000-06-21,JPM,0.9286338626515902,
2000-06-21,JNJ,0.7128603948643295,
2000-06-21,CAT,0.8358835559130471,
2000-06-21,PG,0.2170006908062645,
2000-06-21,AMZN,0.6542175049369467,
2000-06-21,ECL,0.24308693955324825,
2000-06-21,NEE,0.3262746116307726,
2000-06-22,MSFT,1.5663907746268364,
2000-06-22,AAPL,1.5663907746268364,
2000-06-22,XOM,0.128496000707992,
2000-06-22,JPM,0.8970525958657339,
2000-06-22,JNJ,0.713410773713068,
2000-06-22,CAT,0.834432535153177,
2000-06-22,PG,0.25148249391027583,
2000-06-22,AMZN,0.6551404831856477,
2000-06-22,ECL,0.20880078115098524,
2000-06-22,NEE,0.31951938809975133,
2000-06-23,MSFT,1.5696331429789008,
2000-06-23,AAPL,1.5696331429789008,
2000-06-23,XOM,0.12307124764307559,
2000-06-23,JPM,0.8947235370469565,
2000-06-23,JNJ,0.7177078105086121,
2000-06-23,CAT,0.8251613903625862,
2000-06-23,PG,0.25493866741976406,
2000-06-23,AMZN,0.6484563935307323,
2000-06-23,ECL,0.20880917803766988,
2000-06-23,NEE,0.32318197190829784,
2000-06-26,MSFT,1.5753760050974694,
2000-06-26,AAPL,1.5753760050974694,
2000-06-26,XOM,0.11508210067982158,
2000-06-26,JPM,0.8830226958481177,
2000-06-26,JNJ,0.7029940210091672,
2000-06-26,CAT,0.8336069324060891,
2000-06-26,PG,0.252392400753097,
2000-06-26,AMZN,0.6458849682878534,
2000-06-26,ECL,0.18834373037153304,
2000-06-26,NEE,0.3246417145776042,
2000-06-27,MSFT,1.569535183798087,
2000-06-27,AAPL,1.569535183798087,
2000-06-27,XOM,0.11665553930425089,
2000-06-27,JPM,0.8804519421851899,
2000-06-27,JNJ,0.7032970684442167,
2000-06-27,CAT,0.8298367327083201,
2000-06-27,PG,0.2496221795227498,
2000-06-27,AMZN,0.6339090070431668,
2000-06-27,ECL,0.164774981326101,
2000-06-27,NEE,0.33431608209879665,
2000-06-28,MSFT,1.573561184430393,
2000-06-28,AAPL,1.573561184430393,
2000-06-28,XOM,0.10996741235283865,
2000-06-28,JPM,0.8791279823912699,
2000-06-28,JNJ,0.7035421873852119,
2000-06-28,CAT,0.8307848990951516,
2000-06-28,PG,0.24696178264318314,
2000-06-28,AMZN,0.6312141401400457,
2000-06-28,ECL,0.16247176254269532,
2000-06-28,NEE,0.33403374239213196,
2000-06-29,MSFT,1.5758071838790901,
2000-06-29,AAPL,1.5758071838790901,
2000-06-29,XOM,0.10969391543642881,
2000-06-29,JPM,0.891332637434456,
2000-06-29,JNJ,0.6888568357692435,
2000-06-29,CAT,0.8567253939559532,
2000-06-29,PG,0.2571538034571037,
2000-06-29,AMZN,0.6713205370468439,
2000-06-29,ECL,0.20281275568983612,
2000-06-29,NEE,0.3439656155270162,
2000-06-30,MSFT,1.5788400932836897,1.3219677604509465
2000-06-30,AAPL,1.5788400932836897,1.6054739812980527
2000-06-30,XOM,0.10772620550519622,0.7740468715694933
2000-06-30,JPM,0.8787215801003805,0.693063384037227
2000-06-30,JNJ,0.6802985898325635,-0.30654423729618685
2000-06-30,CAT,0.8602381649815334,0.4349662467874536
2000-06-30,PG,0.2679810826441473,0.9284128176732972
2000-06-30,AMZN,0.687102727567743,-0.9888617209402601
2000-06-30,ECL,0.1914816836748336,0.2541731768907598
2000-06-30,NEE,0.32982976031756095,0.6371927692046218
2000-07-03,MSFT,1.5856679110424403,1.0689593546956264
2000-07-03,AAPL,1.5856679110424403,1.737945944408761
2000-07-03,XOM,0.10524179234782989,0.7591127732426833
2000-07-03,JPM,0.8678627202576604,0.6347177233102508
2000-07-03,JNJ,0.6721488222249211,-0.27423511391259103
2000-07-03,CAT,0.8617356848858502,0.44813366499521384
2000-07-03,PG,0.24841288175467094,0.8989905956898818
2000-07-03,AMZN,0.6816473035951433,-0.9451524567419475
2000-07-03,ECL,0.20259029926970043,0.268644546726629
2000-07-03,NEE,0.34965716379126904,0.621118159478502
2000-07-05,MSFT,1.5901820522330046,1.0674089210161752
2000-07-05,AAPL,1.5901820522330046,1.7349265531354672
2000-07-05,XOM,0.14286192582643234,0.783150254206015
2000-07-05,JPM,0.8250182521475216,0.5702476403702383
2000-07-05,JNJ,0.6495736478916656,-0.23774942875001337
2000-07-05,CAT,0.852440311789643,0.46389856118002665
2000-07-05,PG,0.2552252608565667,0.806364079412676
2000-07-05,AMZN,0.6512327928068652,-0.915350807465221
